"","TLC","Station_Name","Entries.and.exits...Full.price.tickets","Entries.and.exits...Reduced.price.tickets","Entries.and.exits...Season.tickets","Tickets_Sold","Rank_Tickets","Interchanges","Main_OD","NLC","Region","Station_Owner","TRUE.","FALSE.","Route_Name"
"175","AYP","Albany Park",286128,253588,82774,622490,657,0,"London Bridge",5132,"London","Southeastern",1,0,"Dartford Loop Line"
"176","AYR","Ayr",278090,491884,51314,821288,534,52388,"Glasgow Central",9463,"Scotland","ScotRail",1,0,"Ayrshire Coast Line"
"177","AYS","Aylesbury",330946,334144,208842,873932,517,3679,"London Marylebone",1492,"South East","Chiltern Railways",1,0,"Aylesbury–Princes Risborough Line"
"178","AYS","Aylesbury",330946,334144,208842,873932,517,3679,"London Marylebone",1492,"South East","Chiltern Railways",1,0,"London–Aylesbury Line"
"179","AYW","Aberystwyth",103522,136146,1898,241566,1143,0,"Borth",4303,"Wales","TfW Rail",0,1,"Cambrian Line"
"180","BAA","Barnham",190052,340756,393744,924552,484,702656,"Chichester",5252,"South East","Govia Thameslink Railway (Southern)",1,0,"West Coastway Line"
"181","BAB","Balcombe",48736,83260,31384,163380,1368,0,"London Bridge",5492,"South East","Govia Thameslink Railway (Southern)",0,1,"Brighton Main Line"
"182","BAC","Bache",115732,215342,15848,346922,939,0,"Chester",2187,"North West","Merseyrail",0,1,"Merseyrail Wirral Line"
"183","BAD","Banstead",46962,53092,15418,115472,1549,0,"London Victoria",5348,"South East","Govia Thameslink Railway (Southern)",0,1,"Epsom Downs Branch"
"184","BAG","Bagshot",40054,49796,14378,104228,1610,0,"London Waterloo",5681,"South East","South Western Railway",0,1,"Ascot to Guildford line"
"185","BAH","Bank Hall",37980,85818,87390,211188,1222,0,"Liverpool Central",2238,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"186","BAH","Bank Hall",37980,85818,87390,211188,1222,0,"Liverpool Central",2238,"North West","Merseyrail",0,1,"Hunts Cross to Southport Line"
"187","BAH","Bank Hall",37980,85818,87390,211188,1222,0,"Liverpool Central",2238,"North West","Merseyrail",0,1,"Seaforth Container Terminal Branch"
"188","BAI","Blairhill",90244,154020,45900,290164,1033,0,"Glasgow Queen Street",9760,"Scotland","ScotRail",0,1,"Scottish Central Main Line"
"189","BAI","Blairhill",90244,154020,45900,290164,1033,0,"Glasgow Queen Street",9760,"Scotland","ScotRail",0,1,"North Clyde Line"
"190","BAJ","Baglan",15972,2504,6596,25072,2157,0,"Swansea",4186,"Wales","TfW Rail",0,1,"South Wales Main Line"
"191","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Battersea Pier Junction to Factory Junction via Stewarts Lane"
"192","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Factory, Longhedge and Lavender Hill Junctions to Clapham Ludgate Junction"
"193","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Chatham Main Line"
"194","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Waterloo to Reading Line"
"195","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"196","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"West London line"
"197","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Battersea Pier Junction to Pouparts Junction via Longhedge Junction"
"198","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"South Western Main Line"
"199","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"Nine Elms International Flyover"
"200","BAK","Battersea Park",423854,609134,340806,1373794,334,4479,"London Victoria",5420,"London","Govia Thameslink Railway (Southern)",1,0,"South London Line"
"201","BAL","Balham",1371102,1830622,974214,4175938,103,183785,"Clapham Junction",5399,"London","Govia Thameslink Railway (Southern)",1,0,"Brighton Main Line"
"202","BAL","Balham",1371102,1830622,974214,4175938,103,183785,"Clapham Junction",5399,"London","Govia Thameslink Railway (Southern)",1,0,"Northern Line"
"203","BAL","Balham",1371102,1830622,974214,4175938,103,183785,"Clapham Junction",5399,"London","Govia Thameslink Railway (Southern)",1,0,"Balham to Beckenham Junction Line"
"204","BAM","Bamford",13896,34772,602,49270,1950,0,"Sheffield",2820,"East Midlands","Northern Trains",0,1,"Hope Valley Line"
"205","BAN","Banbury",440808,1145532,227066,1813406,269,234856,"London Marylebone",4502,"South East","Chiltern Railways",1,0,"Chiltern Main Line"
"206","BAR","Bare Lane",17432,39826,55534,112792,1561,0,"Lancaster",2690,"North West","Northern Trains",0,1,"Morecambe Branch Line"
"207","BAS","Bere Alston",5978,19420,5692,31090,2106,0,"Plymouth",3549,"South West","Great Western Railway",0,1,"Tamar Valley Line"
"208","BAT","Battle",77294,223788,99732,400814,866,0,"London Bridge",5215,"South East","Southeastern",0,1,"Hastings Line"
"209","BAU","Barton-On-Humber",8646,14996,654,24296,2166,0,"Cleethorpes",6207,"Yorkshire and The Humber","East Midlands Railway",0,1,"Barton Line"
"210","BAV","Barrow Haven",170,308,0,478,2541,0,"Barton-On-Humber",6212,"Yorkshire and The Humber","East Midlands Railway",0,1,"Barton Line"
"211","BAW","Blackwater",87324,197252,36362,320938,971,0,"Reading",5625,"South East","Great Western Railway",0,1,"North Downs Line"
"212","BAY","Bayford",21184,29704,4888,55776,1903,0,"Moorgate",6006,"East of England","Govia Thameslink Railway (Great Northern)",0,1,"Hertford Loop Line"
"213","BBG","Bishopbriggs",151044,356498,36048,543590,733,0,"Glasgow Queen Street",9940,"Scotland","ScotRail",0,1,"Edinburgh to Glasgow via Falkirk Line"
"214","BBK","Bilbrook",59624,23560,19152,102336,1622,0,"Wolverhampton",4618,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Wolverhampton to Shrewsbury Line"
"215","BBL","Bat and Ball",58060,49044,63628,170732,1342,0,"Tonbridge",5090,"South East","Southeastern",0,1,"Darent Valley Line"
"216","BBN","Blackburn",250204,821990,129510,1201704,369,71203,"Manchester Victoria",2737,"North West","Northern Trains",1,0,"Farington Curve Junction and Hall Royd (Burnley) Junction Line"
"217","BBN","Blackburn",250204,821990,129510,1201704,369,71203,"Manchester Victoria",2737,"North West","Northern Trains",1,0,"East Lancashire Line"
"218","BBS","Bordesley",916,7474,698,9088,2343,0,"Birmingham New Street",4513,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Bordesley Junction to Tyseley Line"
"219","BBS","Bordesley",916,7474,698,9088,2343,0,"Birmingham New Street",4513,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"St Andrews Junction to Kings Norton Line"
"220","BBS","Bordesley",916,7474,698,9088,2343,0,"Birmingham New Street",4513,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Chiltern Main Line"
"221","BBW","Berry Brow",8578,8634,7990,25202,2155,0,"Huddersfield",8431,"Yorkshire and The Humber","Northern Trains",0,1,"Penistone Line"
"222","BCB","Burscough Bridge",62458,77292,25548,165298,1362,0,"Southport",2279,"North West","Northern Trains",0,1,"Manchester to Southport Line"
"223","BCB","Burscough Bridge",62458,77292,25548,165298,1362,0,"Southport",2279,"North West","Northern Trains",0,1,"Ormskirk Branch Line"
"224","BCC","Beccles",30464,76608,4742,111814,1567,0,"Lowestoft",7258,"East of England","Greater Anglia",0,1,"East Suffolk Line"
"225","BCE","Bracknell",515106,771352,204210,1490668,306,132,"London Waterloo",5693,"South East","South Western Railway",1,0,"Waterloo to Reading Line"
"226","BCF","Beaconsfield",400826,384088,179992,964906,466,0,"London Marylebone",3047,"South East","Chiltern Railways",1,0,"Chiltern Main Line"
"227","BCG","Birchgrove",26328,1526,5524,33378,2078,0,"Cardiff Central",3907,"Wales","TfW Rail",0,1,"Coryton Line"
"228","BCH","Birchington-On-Sea",35780,96022,176044,307846,998,0,"Ramsgate",5163,"South East","Southeastern",0,1,"Chatham Main Line"
"229","BCJ","Burscough Junction",19104,18134,3032,40270,2021,0,"Ormskirk",2280,"North West","Northern Trains",0,1,"Ormskirk Branch Line"
"230","BCK","Buckley",27960,2036,332,30328,2112,0,"Wrexham General",2422,"Wales","TfW Rail",0,1,"Borderlands Line"
"231","BCN","Branchton",29730,45600,13176,88506,1693,0,"Glasgow Central",9938,"Scotland","ScotRail",0,1,"Wemyss Bay Line"
"232","BCS","Bicester North",141212,404400,86932,632544,648,18563,"London Marylebone",3048,"South East","Chiltern Railways",0,1,"Chiltern Main Line"
"233","BCU","Brockenhurst",173986,501120,124026,799132,549,196256,"London Waterloo",5886,"South East","South Western Railway",0,1,"South Western Main Line"
"234","BCV","Bruce Grove",301468,521288,176392,999148,453,0,"Seven Sisters",6958,"London","London Overground",0,1,"Lea Valley Lines"
"235","BCY","Brockley",1037520,1903728,389662,3330910,136,0,"Canada Water",5404,"London","London Overground",1,0,"Brighton Main Line"
"236","BCY","Brockley",1037520,1903728,389662,3330910,136,0,"Canada Water",5404,"London","London Overground",1,0,"Greenwich Park Branch Line"
"237","BCY","Brockley",1037520,1903728,389662,3330910,136,0,"Canada Water",5404,"London","London Overground",1,0,"Catford Loop Line"
"238","BDA","Brundall",32826,50410,8832,92068,1676,958,"Norwich",7289,"East of England","Greater Anglia",0,1,"Wherry Lines"
"239","BDA","Brundall",32826,50410,8832,92068,1676,958,"Norwich",7289,"East of England","Greater Anglia",0,1,"Norwich Oulton Broad and Lowestoft Line"
"240","BDB","Broadbottom",44772,34416,23656,102844,1620,0,"Manchester Piccadilly",2892,"North West","Northern Trains",0,1,"Glossop Line"
"241","BDG","Bridgeton",142390,291170,66748,500308,780,0,"Glasgow Central",9789,"Scotland","ScotRail",0,1,"Argyle Line"
"242","BDH","Bedhampton",29174,47878,12980,90032,1689,0,"Fratton",5538,"South East","South Western Railway",0,1,"West Coastway Line"
"243","BDI","Bradford Interchange",566596,1311412,346904,2224912,213,69528,"Leeds",8345,"Yorkshire and The Humber","Northern Trains",1,0,"Leeds and Bradford Exchange Line"
"244","BDI","Bradford Interchange",566596,1311412,346904,2224912,213,69528,"Leeds",8345,"Yorkshire and The Humber","Northern Trains",1,0,"Milner Royd Junction and Bradford Interchange Line"
"245","BDK","Baldock",176544,249708,76334,502586,777,0,"London St Pancras International",6084,"East of England","Govia Thameslink Railway (Great Northern)",0,1,"Hitchin-Cambridge Line"
"246","BDL","Birkdale",153768,666114,154632,974514,462,0,"Southport",2352,"North West","Merseyrail",0,1,"Merseyrail Northern Line"
"247","BDM","Bedford",452230,2013408,570074,3035712,152,40131,"London St Pancras International",1512,"East of England","Govia Thameslink Railway (Thameslink)",1,0,"Hitchin and Bedford Line"
"248","BDM","Bedford",452230,2013408,570074,3035712,152,40131,"London St Pancras International",1512,"East of England","Govia Thameslink Railway (Thameslink)",1,0,"Midland Main Line"
"249","BDM","Bedford",452230,2013408,570074,3035712,152,40131,"London St Pancras International",1512,"East of England","Govia Thameslink Railway (Thameslink)",1,0,"St Pancras to Chesterfield Line"
"250","BDM","Bedford",452230,2013408,570074,3035712,152,40131,"London St Pancras International",1512,"East of England","Govia Thameslink Railway (Thameslink)",1,0,"Bletchley to Bedford Midland Branch"
"251","BDN","Brading",3298,10506,2574,16378,2250,0,"Ryde Esplanade",5530,"South East","South Western Railway (Island Line)",0,1,"Island Line"
"252","BDQ","Bradford Forster Square",510654,585840,341238,1437732,320,27880,"Leeds",8346,"Yorkshire and The Humber","Northern Trains",1,0,"Airedale and Wharfedale lines"
"253","BDT","Bridlington",62942,407906,33940,504788,775,1082,"Hull",8049,"Yorkshire and The Humber","Northern Trains",0,1,"Yorkshire Coast Line"
"254","BDW","Bedwyn",10548,57710,13276,81534,1729,0,"London Paddington",3070,"South West","Great Western Railway",0,1,"Reading to Taunton line"
"255","BDY","Bredbury",64914,57046,34486,156446,1394,0,"Manchester Piccadilly",2779,"North West","Northern Trains",0,1,"Hope Valley Line"
"256","BDY","Bredbury",64914,57046,34486,156446,1394,0,"Manchester Piccadilly",2779,"North West","Northern Trains",0,1,"Woodley Junction to Partington Branch"
"257","BEA","Bridge Of Allan",96294,87668,8598,192560,1269,0,"Edinburgh",9889,"Scotland","ScotRail",0,1,"Glasgow to Dunblane"
"258","BEB","Bebington",324922,329066,95586,749574,578,0,"Liverpool Central",2188,"North West","Merseyrail",0,1,"Merseyrail Wirral Line"
"259","BEC","Beckenham Hill",113866,149236,48408,311510,991,0,"London Blackfriars",5076,"London","Govia Thameslink Railway (Thameslink)",0,1,"Catford Loop Line"
"260","BEE","Beeston",220246,191510,27654,439410,830,38454,"Nottingham",1625,"East Midlands","East Midlands Railway",0,1,"Nottingham to Matlock"
"261","BEF","Benfleet",1040696,719776,637588,2398060,195,0,"London Fenchurch Street",7439,"East of England","c2c",1,0,"London, Tilbury & Southend Railway"
"262","BEG","Beltring",4816,4178,3232,12226,2297,0,"Tonbridge",5227,"South East","Southeastern",0,1,"Medway Valley Line"
"263","BEH","Bedworth",32018,16154,6364,54536,1915,0,"Coventry",1165,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Coventry to Nuneaton Line"
"264","BEL","Beauly",29264,5074,2250,36588,2056,0,"Inverness",8877,"Scotland","ScotRail",0,1,"Far North Line"
"265","BEM","Bempton",2982,17230,886,21098,2198,0,"Bridlington",8047,"Yorkshire and The Humber","Northern Trains",0,1,"Yorkshire Coast Line"
"266","BEN","Bentham",5754,29536,1126,36416,2058,0,"Lancaster",2676,"Yorkshire and The Humber","Northern Trains",0,1,"Skipton and Wennington Line"
"267","BEP","Bermuda Park",12946,6830,2166,21942,2190,0,"Coventry",6543,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Coventry to Nuneaton Line"
"268","BER","Bearley",748,600,32,1380,2491,0,"Stratford-Upon-Avon",2420,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Birmingham to Stratford Line"
"269","BER","Bearley",748,600,32,1380,2491,0,"Stratford-Upon-Avon",2420,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Leamington to Stratford Line"
"270","BER","Bearley",748,600,32,1380,2491,0,"Stratford-Upon-Avon",2420,"West Midlands","West Midlands Trains (West Midlands Railway)",0,1,"Tyseley South Junction to Bearley Junction Branch"
"271","BES","Bescar Lane",1030,1112,48,2190,2463,0,"Southport",2351,"North West","Northern Trains",0,1,"Manchester to Southport Line"
"272","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"West Anglia Main Line"
"273","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"Central Line"
"274","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"East London Line"
"275","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"Great Eastern Railway"
"276","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"Hammersmith & City and District Lines"
"277","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"East London line"
"278","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"Great Eastern Main Line"
"279","BET","Bethnal Green",430254,687088,213570,1330912,341,0,"Walthamstow Central",6961,"London","London Overground",0,1,"Elizabeth Line"
"280","BEU","Beaulieu Road",1536,12996,914,15446,2255,0,"Southampton Central",5890,"South East","South Western Railway",0,1,"South Western Main Line"
"281","BEV","Beverley",73820,447566,82248,603634,674,6,"Hull",8048,"Yorkshire and The Humber","Northern Trains",0,1,"Yorkshire Coast Line"
"282","BEX","Bexhill",262672,555122,581786,1399580,324,0,"Hastings",5211,"South East","Govia Thameslink Railway (Southern)",1,0,"East Coastway Line"
"283","BEY","Ben Rhydding",86022,60154,37606,183782,1297,0,"Leeds",8564,"Yorkshire and The Humber","Northern Trains",0,1,"Wharefedale Line"
"284","BEY","Ben Rhydding",86022,60154,37606,183782,1297,0,"Leeds",8564,"Yorkshire and The Humber","Northern Trains",0,1,"Wharfedale Line"
"285","BFD","Brentford",340906,339980,216792,897678,503,0,"London Waterloo",5552,"London","South Western Railway",0,1,"Hounslow Loop Line"
"286","BFE","Bere Ferrers",912,7848,2498,11258,2312,0,"Plymouth",3550,"South West","Great Western Railway",0,1,"Tamar Valley Line"
"287","BFF","Blaenau Ffestiniog",12872,16910,28,29810,2116,0,"Llandudno",2450,"Wales","TfW Rail",0,1,"Conwy Valley Line"
"288","BFF","Blaenau Ffestiniog",12872,16910,28,29810,2116,0,"Llandudno",2450,"Wales","TfW Rail",0,1,"Ffestiniog Railway"
"289","BFN","Byfleet and New Haw",134794,128594,53412,316800,980,0,"London Waterloo",5689,"South East","South Western Railway",0,1,"South West Main Line"
"290","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"Circle and District Lines"
"291","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"Central Line"
"292","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"District Line"
"293","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"Waterloo & City Line"
"294","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"Thameslink"
"295","BFR","London Blackfriars",4220946,6882672,1801374,12904992,27,7722022,"Brighton",5112,"London","Govia Thameslink Railway (Thameslink)",1,0,"Waterloo & Ciry Line"
"296","BGA","Brundall Gardens",6498,6966,1094,14558,2268,0,"Norwich",7006,"East of England","Greater Anglia",0,1,"Norwich Oulton Broad and Lowestoft Line"
"297","BGD","Bargoed",113848,6274,27970,148092,1425,0,"Cardiff Central",4011,"Wales","TfW Rail",0,1,"Rhymney Line"
"298","BGE","Broad Green",160568,122828,84156,367552,904,0,"Liverpool Lime Street",2240,"North West","Northern Trains",0,1,"Deal Street and Edge Hill Line"
"299","BGE","Broad Green",160568,122828,84156,367552,904,0,"Liverpool Lime Street",2240,"North West","Northern Trains",0,1,"Liverpool to Manchester Lines"
"300","BGG","Brigg",48,240,0,288,2557,0,"Cleethorpes",6464,"Yorkshire and The Humber","Northern Trains",0,1,"Sheffield to Lincoln Line"
"301","BGH","Brighouse",98976,194644,36162,329782,960,0,"Leeds",8514,"Yorkshire and The Humber","Northern Trains",0,1,"Caldervale Line"
"302","BGI","Bargeddie",24344,41596,7268,73208,1772,0,"Glasgow Central",9764,"Scotland","ScotRail",0,1,"Rutherglen and Coatbridge Branch"
"303","BGL","Bugle",628,5416,576,6620,2372,0,"Newquay",3502,"South West","Great Western Railway",0,1,"The Atlantic Coast Line"
"304","BGM","Bellingham",198724,209274,144156,552154,720,0,"London Blackfriars",5062,"London","Govia Thameslink Railway (Thameslink)",0,1,"Catford Loop Line"
"305","BGM","Bellingham",198724,209274,144156,552154,720,0,"London Blackfriars",5062,"London","Govia Thameslink Railway (Thameslink)",0,1,"Mid-Kent Line"
"306","BGN","Bridgend",619720,368602,144962,1133284,395,33063,"Cardiff Central",3809,"Wales","TfW Rail",1,0,"Maesteg Line"
"307","BGN","Bridgend",619720,368602,144962,1133284,395,33063,"Cardiff Central",3809,"Wales","TfW Rail",1,0,"South Wales Main Line"
"308","BGN","Bridgend",619720,368602,144962,1133284,395,33063,"Cardiff Central",3809,"Wales","TfW Rail",1,0,"Vale of Glamorgan Line"
"309","BGS","Bogston",6460,10302,2708,19470,2217,0,"Glasgow Central",9668,"Scotland","ScotRail",0,1,"Gourock Line"
"310","BGS","Bogston",6460,10302,2708,19470,2217,0,"Glasgow Central",9668,"Scotland","ScotRail",0,1,"Wemyss Bay Line"
