Station name,Ticket Barrier,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,Entries and exits - All tickets,"Entries and exits
Rank",Interchanges,Main origin or destination station,"Three Letter Code
(TLC)",Region,Station facility owner,,,,,,,,,
Hammerton,,"7,910","21,298","3,636","32,844","2,088",0,York,HMM,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Chassen Road,,"17,736","4,406","10,688","32,830","2,089",0,Manchester Piccadilly,CSR,North West,Northern Trains,,,,,,,,,
Fauldhouse,,"14,266","16,868","1,606","32,740","2,090",0,Edinburgh,FLD,Scotland,ScotRail,,,,,,,,,
Gargrave,,"7,808","23,964",954,"32,726","2,091",0,Skipton,GGV,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Weeley,,"11,274","14,746","6,622","32,642","2,092",0,Colchester,WEE,East of England,Greater Anglia,,,,,,,,,
Sunnymeads,,"12,428","18,020","2,166","32,614","2,093",0,London Waterloo,SNY,South East,South Western Railway,,,,,,,,,
Cherry Tree,,"7,788","18,868","5,956","32,612","2,094",0,Blackburn,CYT,North West,Northern Trains,,,,,,,,,
Midgham,,"5,682","22,282","4,476","32,440","2,095",0,Reading,MDG,South East,Great Western Railway,,,,,,,,,
Goostrey,,"14,518","16,484","1,368","32,370","2,096",0,Manchester Piccadilly,GTR,North West,Northern Trains,,,,,,,,,
Nafferton,,"6,538","21,580","3,852","31,970","2,097",0,Bridlington,NFN,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Perranwell,,"7,774","20,570","3,582","31,926","2,098",0,Truro,PRW,South West,Great Western Railway,,,,,,,,,
Penrhiwceiber,,"23,986",760,"7,172","31,918","2,099",0,Cardiff Central,PER,Wales,TfW Rail,,,,,,,,,
Newstead,,"19,258","8,132","4,312","31,702","2,100",0,Nottingham,NSD,East Midlands,East Midlands Railway,,,,,,,,,
Cardenden,,"13,526","16,800","1,324","31,650","2,101",0,Edinburgh,CDD,Scotland,ScotRail,,,,,,,,,
Gypsy Lane,,"9,396","19,658","2,572","31,626","2,102",0,Middlesbrough,GYP,North East,Northern Trains,,,,,,,,,
Calstock,,"2,008","26,094","3,514","31,616","2,103",0,Plymouth,CSK,South West,Great Western Railway,,,,,,,,,
Thurso,,"15,466","15,374",606,"31,446","2,104",0,Inverness,THS,Scotland,ScotRail,,,,,,,,,
Heyford,,"6,242","20,504","4,666","31,412","2,105",0,Oxford,HYD,South East,Great Western Railway,,,,,,,,,
Bere Alston,,"5,978","19,420","5,692","31,090","2,106",0,Plymouth,BAS,South West,Great Western Railway,,,,,,,,,
Moses Gate,,"16,158","8,410","6,350","30,918","2,107",0,Manchester Piccadilly,MSS,North West,Northern Trains,,,,,,,,,
Moorside,,"13,994","10,012","6,892","30,898","2,108",0,Manchester Victoria,MSD,North West,Northern Trains,,,,,,,,,
Wetheral,,"6,840","20,366","3,460","30,666","2,109",0,Carlisle,WRL,North West,Northern Trains,,,,,,,,,
Ebbw Vale Parkway,,"25,056","2,438","2,958","30,452","2,110",0,Cardiff Central,EBV,Wales,TfW Rail,,,,,,,,,
Copplestone,,"12,498","12,072","5,810","30,380","2,111",0,Exeter Central,COP,South West,Great Western Railway,,,,,,,,,
Buckley,,"27,960","2,036",332,"30,328","2,112",0,Wrexham General,BCK,Wales,TfW Rail,,,,,,,,,
Skewen,,"23,462","2,914","3,952","30,328","2,112",0,Swansea,SKE,Wales,TfW Rail,,,,,,,,,
Fairlie,,"10,060","18,688","1,226","29,974","2,114",0,Glasgow Central,FRL,Scotland,ScotRail,,,,,,,,,
Kirkby Stephen,,"4,456","25,346",86,"29,888","2,115",0,Leeds,KSW,North West,Northern Trains,,,,,,,,,
Blaenau Ffestiniog,,"12,872","16,910",28,"29,810","2,116",0,Llandudno,BFF,Wales,TfW Rail,,,,,,,,,
Llwyngwril,,"11,828","4,604","13,312","29,744","2,117",0,Tywyn,LLW,Wales,TfW Rail,,,,,,,,,
Dinas (Rhondda),,"23,686",968,"4,798","29,452","2,118",0,Cardiff Central,DMG,Wales,TfW Rail,,,,,,,,,
Brierfield,,"8,684","15,436","5,290","29,410","2,119",0,Blackburn,BRF,North West,Northern Trains,,,,,,,,,
Fairbourne,,"20,036","7,052","2,300","29,388","2,120",0,Barmouth,FRB,Wales,TfW Rail,,,,,,,,,
Yalding,,"7,518","14,008","7,702","29,228","2,121",0,Maidstone East,YAL,South East,Southeastern,,,,,,,,,
Heworth,,"13,854","11,512","3,782","29,148","2,122",0,Hartlepool,HEW,North East,Northern Trains,,,,,,,,,
Ockley,,"14,004","11,332","3,760","29,096","2,123",0,London Victoria,OLY,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Silkstone Common,,"13,478","12,340","3,278","29,096","2,123",0,Sheffield,SLK,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Redbridge,,"9,630","12,796","6,468","28,894","2,125","1,389",Eastleigh,RDB,South East,South Western Railway,,,,,,,,,
East Farleigh,,"9,892","11,980","6,892","28,764","2,126",0,Maidstone East,EFL,South East,Southeastern,,,,,,,,,
Gunton,,"8,268","18,236","1,942","28,446","2,127",0,Norwich,GNT,East of England,Greater Anglia,,,,,,,,,
Dean (Wilts),,"3,876","20,658","3,696","28,230","2,128",0,Salisbury,DEN,South West,South Western Railway,,,,,,,,,
Chappel and Wakes Colne,,"7,182","14,690","6,304","28,176","2,129",0,London Liverpool Street,CWC,East of England,Greater Anglia,,,,,,,,,
Llanfairfechan,,"14,782","11,772","1,408","27,962","2,130",0,Bangor (Gwynedd),LLF,Wales,TfW Rail,,,,,,,,,
Hyde North,,"15,624","5,674","6,646","27,944","2,131",0,Manchester Piccadilly,HYT,North West,Northern Trains,,,,,,,,,
Aspatria,,"8,342","16,590","2,946","27,878","2,132",0,Carlisle,ASP,North West,Northern Trains,,,,,,,,,
Willington,,"13,802","13,070",802,"27,674","2,133",0,Birmingham New Street,WIL,East Midlands,East Midlands Railway,,,,,,,,,
Hellifield,,"4,038","23,292",182,"27,512","2,134","1,265",Leeds,HLD,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Holton Heath,,"14,906","8,656","3,936","27,498","2,135",0,Bournemouth,HOL,South West,South Western Railway,,,,,,,,,
Woodhouse,,"12,318","13,584","1,590","27,492","2,136",0,Sheffield,WDH,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Whinhill,,"8,394","17,068","1,842","27,304","2,137",0,Glasgow Central,WNL,Scotland,ScotRail,,,,,,,,,
Trehafod,,"20,164",860,"5,958","26,982","2,138",0,Cardiff Central,TRH,Wales,TfW Rail,,,,,,,,,
Worstead,,"10,924","9,354","6,538","26,816","2,139",0,Norwich,WRT,East of England,Greater Anglia,,,,,,,,,
Harrington,,"8,840","13,860","3,796","26,496","2,140",0,Carlisle,HRR,North West,Northern Trains,,,,,,,,,
Ashurst (Kent),,"9,344","8,178","8,966","26,488","2,141",0,London Bridge,AHS,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Appledore (Kent),,"6,582","14,642","5,254","26,478","2,142",0,Ashford International,APD,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Criccieth,,"17,998","7,450",770,"26,218","2,143",0,Pwllheli,CCC,Wales,TfW Rail,,,,,,,,,
Tir-Phil,,"21,076",838,"4,254","26,168","2,144",0,Cardiff Central,TIR,Wales,TfW Rail,,,,,,,,,
Talybont,,"16,914","5,908","3,224","26,046","2,145",0,Barmouth,TLB,Wales,TfW Rail,,,,,,,,,
Islip,,"8,538","12,336","5,164","26,038","2,146",0,Oxford,ISP,South East,Chiltern Railways,,,,,,,,,
Burnley Barracks,,"8,218","15,248","2,438","25,904","2,147",0,Preston (Lancs),BUB,North West,Northern Trains,,,,,,,,,
Mouldsworth,,"8,872","13,188","3,652","25,712","2,148",0,Chester,MLD,North West,Northern Trains,,,,,,,,,
Squires Gate,,"6,418","17,282","1,834","25,534","2,149",0,Preston (Lancs),SQU,North West,Northern Trains,,,,,,,,,
Bowling,,"6,410","12,310","6,714","25,434","2,150",0,Glasgow Queen Street,BWG,Scotland,ScotRail,,,,,,,,,
Lostock Hall,,"6,758","15,138","3,538","25,434","2,150",0,Preston (Lancs),LOH,North West,Northern Trains,,,,,,,,,
Millbrook (Hants),,"7,564","12,996","4,866","25,426","2,152",0,Southampton Central,MBK,South East,South Western Railway,,,,,,,,,
Briton Ferry,,"20,684","2,772","1,966","25,422","2,153",0,Swansea,BNF,Wales,TfW Rail,,,,,,,,,
Dullingham,,"11,356","5,910","8,048","25,314","2,154",0,Cambridge,DUL,East of England,Greater Anglia,,,,,,,,,
Berry Brow,,"8,578","8,634","7,990","25,202","2,155",0,Huddersfield,BBW,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Lelant,,0,"25,160",0,"25,160","2,156",0,St Ives (Cornwall),LEL,South West,Great Western Railway,,,,,,,,,
Baglan,,"15,972","2,504","6,596","25,072","2,157",0,Swansea,BAJ,Wales,TfW Rail,,,,,,,,,
Whatstandwell,,"7,536","16,562",850,"24,948","2,158",0,Derby,WTS,East Midlands,East Midlands Railway,,,,,,,,,
Kents Bank,,"3,824","17,130","3,984","24,938","2,159",0,Ulverston,KBK,North West,Northern Trains,,,,,,,,,
Earlswood (West Midlands),,"4,952","15,202","4,650","24,804","2,160",0,Stratford-Upon-Avon,EWD,West Midlands,West Midlands Trains (West Midlands Railway),,,,,,,,,
Roughton Road,,"10,742","10,236","3,692","24,670","2,161",0,Norwich,RNR,East of England,Greater Anglia,,,,,,,,,
Woburn Sands,,"5,278","10,834","8,506","24,618","2,162",0,Bedford,WOB,South East,West Midlands Trains (London Northwestern Railway),,,,,,,,,
Dunston,,"5,478","16,724","2,336","24,538","2,163",0,Newcastle,DOT,North East,Northern Trains,,,,,,,,,
Mottisfont and Dunbridge,,"4,834","14,274","5,304","24,412","2,164",0,Salisbury,DBG,South East,South Western Railway,,,,,,,,,
Monifieth,,"17,114","6,888",366,"24,368","2,165",0,Dundee,MON,Scotland,ScotRail,,,,,,,,,
Barton-On-Humber,,"8,646","14,996",654,"24,296","2,166",0,Cleethorpes,BAU,Yorkshire and The Humber,East Midlands Railway,,,,,,,,,
Glazebrook,,"10,242","9,236","4,818","24,296","2,166",0,Manchester Piccadilly,GLZ,North West,Northern Trains,,,,,,,,,
Huncoat,,"7,798","10,612","5,834","24,244","2,168",0,Blackburn,HCT,North West,Northern Trains,,,,,,,,,
Riding Mill,,"6,252","14,314","3,596","24,162","2,169",0,Newcastle,RDM,North East,Northern Trains,,,,,,,,,
Ince (Manchester),,"10,914","7,086","5,720","23,720","2,170",0,Manchester Piccadilly,INC,North West,Northern Trains,,,,,,,,,
Chilworth,,"8,802","11,384","3,526","23,712","2,171",0,Guildford,CHL,South East,Great Western Railway,,,,,,,,,
Wildmill,,"15,510","4,872","3,266","23,648","2,172",0,Cardiff Central,WMI,Wales,TfW Rail,,,,,,,,,
Dumpton Park,,"7,798","11,964","3,856","23,618","2,173",0,Margate,DMP,South East,Southeastern,,,,,,,,,
Llandrindod,,"11,220","12,230",154,"23,604","2,174",0,Shrewsbury,LLO,Wales,TfW Rail,,,,,,,,,
Pembroke,,"15,542","7,888",156,"23,586","2,175",0,Tenby,PMB,Wales,TfW Rail,,,,,,,,,
Aslockton,,"10,260","9,354","3,858","23,472","2,176",0,Nottingham,ALK,East Midlands,East Midlands Railway,,,,,,,,,
Adisham,,"6,356","9,290","7,824","23,470","2,177",0,Canterbury East,ADM,South East,Southeastern,,,,,,,,,
Ribblehead,,"2,696","20,730",0,"23,426","2,178",0,Leeds,RHD,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Avoncliff,,"11,520","10,180","1,702","23,402","2,179",0,Bath Spa,AVF,South West,Great Western Railway,,,,,,,,,
Llanfairpwll,,"11,438","10,530","1,408","23,376","2,180",0,Bangor (Gwynedd),LPG,Wales,TfW Rail,,,,,,,,,
Exton,,"11,976","7,866","3,528","23,370","2,181",0,Exeter Central,EXN,South West,Great Western Railway,,,,,,,,,
Bow Street,,"14,764","7,246","1,272","23,282","2,182",0,Aberystwyth,BOW,Wales,TfW Rail,,,,,,,,,
Southease,,"7,454","14,088","1,664","23,206","2,183",0,Lewes,SEE,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Newhaven Harbour,,"4,312","7,276","11,588","23,176","2,184",0,Newhaven Town,NVH,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Hawarden,,"20,058","1,814","1,292","23,164","2,185",0,Liverpool Lime Street,HWD,Wales,TfW Rail,,,,,,,,,
Bekesbourne,,"10,050","9,366","3,454","22,870","2,186",0,Canterbury East,BKS,South East,Southeastern,,,,,,,,,
Warblington,,"11,100","9,326","2,248","22,674","2,187",0,Chichester,WBL,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Llansamlet,,"18,912","3,498",0,"22,410","2,188",0,Swansea,LAS,Wales,TfW Rail,,,,,,,,,
Marton,,"6,412","14,480","1,286","22,178","2,189",0,Middlesbrough,MTO,North East,Northern Trains,,,,,,,,,
Bermuda Park,,"12,946","6,830","2,166","21,942","2,190",0,Coventry,BEP,West Midlands,West Midlands Trains (West Midlands Railway),,,,,,,,,
Althorne (Essex),,"8,196","7,992","5,720","21,908","2,191",0,London Liverpool Street,ALN,East of England,Greater Anglia,,,,,,,,,
Yeoford,,"13,484","2,846","5,572","21,902","2,192",0,Exeter Central,YEO,South West,Great Western Railway,,,,,,,,,
Stocksmoor,,"8,404","9,156","4,170","21,730","2,193",0,Huddersfield,SSM,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Bricket Wood,,"10,140","8,670","2,898","21,708","2,194",0,Watford Junction,BWO,East of England,West Midlands Trains (London Northwestern Railway),,,,,,,,,
Upholland,,"11,912","7,882","1,904","21,698","2,195",0,Wigan Wallgate,UPL,North West,Northern Trains,,,,,,,,,
Styal,,"8,578","8,364","4,512","21,454","2,196",0,Wilmslow,SYA,North West,Northern Trains,,,,,,,,,
Fiskerton,,"12,952","7,304","1,018","21,274","2,197",0,Nottingham,FSK,East Midlands,East Midlands Railway,,,,,,,,,
Bempton,,"2,982","17,230",886,"21,098","2,198",0,Bridlington,BEM,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Manea,,"12,940","6,504","1,594","21,038","2,199",0,Cambridge,MNE,East of England,Greater Anglia,,,,,,,,,
Lake,,"4,354","12,918","3,728","21,000","2,200",0,Ryde Esplanade,LKE,South East,South Western Railway (Island Line),,,,,,,,,
Kidwelly,,"13,000","5,490","2,482","20,972","2,201",0,Swansea,KWL,Wales,TfW Rail,,,,,,,,,
Tackley,,"3,550","15,712","1,636","20,898","2,202",0,Oxford,TAC,South East,Great Western Railway,,,,,,,,,
Rainford,,"8,432","11,648",714,"20,794","2,203",0,Liverpool Lime Street,RNF,North West,Northern Trains,,,,,,,,,
South Greenford,,"8,896","9,652","2,158","20,706","2,204",0,Greenford,SGN,London,Great Western Railway,,,,,,,,,
Denham Golf Club,,"10,706","7,776","2,154","20,636","2,205",0,London Marylebone,DGC,South East,Chiltern Railways,,,,,,,,,
Entwistle,,"3,474","14,830","2,122","20,426","2,206",0,Manchester Piccadilly,ENT,North West,Northern Trains,,,,,,,,,
Kingsknowe,,"11,660","8,414",230,"20,304","2,207",0,Edinburgh,KGE,Scotland,ScotRail,,,,,,,,,
How Wood (Hertfordshire),,"9,380","8,172","2,494","20,046","2,208",0,Watford Junction,HWW,East of England,West Midlands Trains (London Northwestern Railway),,,,,,,,,
Furness Vale,,"5,534","11,938","2,554","20,026","2,209",0,Manchester Piccadilly,FNV,East Midlands,Northern Trains,,,,,,,,,
Wrabness,,"4,632","8,526","6,848","20,006","2,210",0,London Liverpool Street,WRB,East of England,Greater Anglia,,,,,,,,,
Gwersyllt,,"14,358","1,750","3,816","19,924","2,211",0,Wrexham General,GWE,Wales,TfW Rail,,,,,,,,,
Horton-In-Ribblesdale,,"3,328","16,538",46,"19,912","2,212",0,Leeds,HIR,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Sudbury and Harrow Road,,"14,390","2,066","3,322","19,778","2,213",0,London Marylebone,SUD,London,Chiltern Railways,,,,,,,,,
Tain,,"14,838","4,262",506,"19,606","2,214",0,Inverness,TAI,Scotland,ScotRail,,,,,,,,,
Maiden Newton,,"6,272","12,988",306,"19,566","2,215",0,Dorchester South,MDN,South West,Great Western Railway,,,,,,,,,
Fernhill,,"17,134",786,"1,570","19,490","2,216",0,Cardiff Central,FER,Wales,TfW Rail,,,,,,,,,
Bogston,,"6,460","10,302","2,708","19,470","2,217",0,Glasgow Central,BGS,Scotland,ScotRail,,,,,,,,,
Pentre-Bach,,"16,558",658,"2,248","19,464","2,218",0,Merthyr Tydfil,PTB,Wales,TfW Rail,,,,,,,,,
Humphrey Park,,"11,498","3,994","3,722","19,214","2,219",0,Manchester Piccadilly,HUP,North West,Northern Trains,,,,,,,,,
Battlesbridge,,"6,768","6,700","5,618","19,086","2,220",0,London Liverpool Street,BLB,East of England,Greater Anglia,,,,,,,,,
Streethouse,,"8,218","7,712","3,040","18,970","2,221",0,Leeds,SHC,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Manors,,"6,224","11,300","1,416","18,940","2,222",0,Cramlington,MAS,North East,Northern Trains,,,,,,,,,
Glaisdale,,536,"3,358","14,964","18,858","2,223",0,Whitby,GLS,Yorkshire and The Humber,Northern Trains,,,,,,,,,
Adlington (Cheshire),,"7,118","10,274","1,390","18,782","2,224",0,Manchester Piccadilly,ADC,North West,Northern Trains,,,,,,,,,
Invergordon,,"15,444","2,318",996,"18,758","2,225",0,Inverness,IGD,Scotland,ScotRail,,,,,,,,,
Middlewood,,"5,340","9,134","4,284","18,758","2,225",0,Manchester Piccadilly,MDL,North West,Northern Trains,,,,,,,,,
Connel Ferry,,"2,580","2,100","13,940","18,620","2,227",0,Oban,CON,Scotland,ScotRail,,,,,,,,,
Bow Brickhill,,"4,440","4,206","9,886","18,532","2,228",0,Bedford,BWB,South East,West Midlands Trains (London Northwestern Railway),,,,,,,,,
Upton (Merseyside),,"13,478","3,622","1,178","18,278","2,229",0,Shotton,UPT,North West,TfW Rail,,,,,,,,,
Whitchurch (Cardiff),,"14,128",892,"3,168","18,188","2,230",0,Cardiff Central,WHT,Wales,TfW Rail,,,,,,,,,
Penyffordd,,"15,874",860,"1,128","17,862","2,231",0,Liverpool Lime Street,PNF,Wales,TfW Rail,,,,,,,,,
Normans Bay,,"3,986","10,120","3,748","17,854","2,232",0,Eastbourne,NSB,South East,Govia Thameslink Railway (Southern),,,,,,,,,
Rufford,,"7,250","8,424","2,000","17,674","2,233",0,Preston (Lancs),RUF,North West,Northern Trains,,,,,,,,,
Hope (Flintshire),,"10,564",944,"6,096","17,604","2,234",0,Wrexham General,HPE,Wales,TfW Rail,,,,,,,,,
New Cumnock,,"7,404","9,984",126,"17,514","2,235",0,Glasgow Central,NCK,Scotland,ScotRail,,,,,,,,,
St Andrews Road,,"13,038","1,568","2,716","17,322","2,236",0,Bristol Temple Meads,SAR,South West,Great Western Railway,,,,,,,,,
Sanquhar,,"6,532","10,476",294,"17,302","2,237",0,Dumfries,SQH,Scotland,ScotRail,,,,,,,,,
